iter	Logloss
0	0.6142265084
1	0.5549216516
2	0.501025249
3	0.4567701989
4	0.411363582
5	0.3584424442
6	0.3308278507
7	0.299385936
8	0.2745384728
9	0.2489009543
10	0.2262701054
11	0.2042418804
12	0.1844543772
13	0.1700922189
14	0.1563418673
15	0.1450725831
16	0.1326840194
17	0.1243544116
18	0.1111965769
19	0.1033186962
20	0.09597386036
21	0.0893353826
22	0.08411964928
23	0.07976938523
24	0.07502062788
25	0.06981143263
26	0.06580514023
27	0.06096063201
28	0.0570123761
29	0.05294741798
30	0.05021569655
31	0.04705624728
32	0.04433695803
33	0.04248795067
34	0.04034012372
35	0.03795034861
36	0.03603443165
37	0.0343280748
38	0.03238562456
39	0.03104024327
40	0.0300929743
41	0.02840927213
42	0.02736352154
43	0.02551583162
44	0.0245285919
45	0.02367189742
46	0.02267802868
47	0.02190774741
48	0.02107944685
49	0.02032733947
50	0.01945888382
51	0.01866272307
52	0.0179637265
53	0.01705364099
54	0.01646827914
55	0.01599408425
56	0.01551500792
57	0.01485826551
58	0.01437861157
59	0.01406389782
60	0.01359333328
61	0.01316261292
62	0.01283353506
63	0.01247942939
64	0.01217689588
65	0.0117833516
66	0.01153543315
67	0.011248446
68	0.0109162134
69	0.01070138597
70	0.0104531357
71	0.01009192848
72	0.009840862653
73	0.009618073395
74	0.009304785851
75	0.009038836071
76	0.008813660169
77	0.008671347628
78	0.008471342706
79	0.008311232341
80	0.008160637826
81	0.007933378834
82	0.007721196745
83	0.007556947851
84	0.007414141881
85	0.007255921659
86	0.007056195711
87	0.006929017834
88	0.006813408788
89	0.006614733603
90	0.006476099344
91	0.006330200077
92	0.006253316845
93	0.006149731346
94	0.006045774086
95	0.005950232757
96	0.005816948783
97	0.005739376717
98	0.005645982998
99	0.005539663674
100	0.005445157744
101	0.005330673198
102	0.005225321681
103	0.005132324302
104	0.005015956372
105	0.004958792753
106	0.004889948774
107	0.0048081669
108	0.004721519566
109	0.004626064571
110	0.004555444128
111	0.004482333808
112	0.004429613807
113	0.00434683801
114	0.004301791339
115	0.004235742633
116	0.004163067673
117	0.004076726658
118	0.004023280033
119	0.003983226326
120	0.003899809626
121	0.003856131711
122	0.003786513486
123	0.003740621904
124	0.003686182892
125	0.003641557448
126	0.003612332737
127	0.003570363079
128	0.0035270219
129	0.003472509151
130	0.003429031249
131	0.003387771931
132	0.003349901782
133	0.003302922876
134	0.003267982571
135	0.003232535628
136	0.003210110148
137	0.003174322782
138	0.003144797591
139	0.003110038865
140	0.003069101842
141	0.00303533704
142	0.002999284526
143	0.002966509652
144	0.002925407948
145	0.002861567994
146	0.002816610115
147	0.002797402057
148	0.00276381146
149	0.002739694315
150	0.002710299394
151	0.002693089013
152	0.002667391423
153	0.002639172003
154	0.002610895437
155	0.00258386258
156	0.002556703447
157	0.002528543786
158	0.002505414879
159	0.002476877158
160	0.002458272828
161	0.002435670686
162	0.002406836939
163	0.002379341685
164	0.00236220919
165	0.002350936077
166	0.00233504806
167	0.002316205157
168	0.002293502547
169	0.002262148353
170	0.002244848105
171	0.002226351155
172	0.002211116485
173	0.002190893458
174	0.00216513104
175	0.002145487009
176	0.002134140773
177	0.00211737159
178	0.002102260583
179	0.002089187349
180	0.002073756659
181	0.002051090457
182	0.002030532231
183	0.002018568442
184	0.002005757745
185	0.001994238686
186	0.001980481842
187	0.001963164542
188	0.001948166447
189	0.001929787016
190	0.00191248216
191	0.001895649071
192	0.001880278292
193	0.001868956636
194	0.00185697134
195	0.00184831991
196	0.001836140438
197	0.001828827809
198	0.001819656067
199	0.001810217334
200	0.00179794231
201	0.00178557281
202	0.001776751016
203	0.001764670782
204	0.001754035808
205	0.001744344984
206	0.001730836697
207	0.00172444625
208	0.001714286116
209	0.001699612005
210	0.001690734293
211	0.001681946602
212	0.001672883009
213	0.001664274439
214	0.001652582097
215	0.001639285499
216	0.001628099336
217	0.001618017855
218	0.001609642481
219	0.001603044493
220	0.001593047503
221	0.001582192084
222	0.001574047755
223	0.001564371524
224	0.001555483059
225	0.001549138236
226	0.001540477743
227	0.001531630754
228	0.001521041559
229	0.001512529002
230	0.001498428202
231	0.001489137251
232	0.001480189181
233	0.001471330364
234	0.001459284388
235	0.001450893652
236	0.001443130454
237	0.001431039621
238	0.001421398416
239	0.001412824257
240	0.001406164206
241	0.001399165269
242	0.001383437938
243	0.001374686655
244	0.001369371549
245	0.001358452071
246	0.001353669105
247	0.001347227195
248	0.001340023328
249	0.001334883196
250	0.001326239908
251	0.001321240645
252	0.00130985923
253	0.001302405116
254	0.001296974027
255	0.001288504945
256	0.001283337468
257	0.0012765685
258	0.001271065901
259	0.001265008348
260	0.001257537413
261	0.001251708601
262	0.001243380465
263	0.001239069113
264	0.001235046338
265	0.001230276583
266	0.001222052525
267	0.001215953572
268	0.001209195281
269	0.001203280518
270	0.001196490505
271	0.001189183789
272	0.00118449146
273	0.00118038596
274	0.001172298162
275	0.001168299658
276	0.001162635066
277	0.001157879829
278	0.0011537572
279	0.00114884819
280	0.001144000704
